"Year","Cause","Sex","Deaths7","Deaths8","Deaths9","Deaths10","Deaths26","Total","Deaths2534","Deaths3544","Deaths4559","Deaths6069","Deaths70up"
2004,"X740",2,0,0,12,11,0,58,15,6,8,4,2
2004,"X750",1,0,0,0,0,0,1,0,0,1,0,0
2004,"X760",1,0,0,0,2,0,21,5,3,7,1,3
2004,"X760",2,0,0,2,1,0,24,2,6,7,4,2
2004,"X770",1,0,0,0,0,0,1,0,1,0,0,0
2004,"X770",2,0,0,0,0,0,1,0,1,0,0,0
2004,"X780",1,0,0,1,2,0,48,10,6,14,4,11
2004,"X780",2,0,0,0,0,0,15,1,1,10,1,2
2004,"X790",1,0,2,1,3,0,24,4,1,7,3,3
2004,"X790",2,0,0,1,1,0,7,1,0,1,1,2
2004,"X800",1,0,0,7,12,0,57,13,8,6,4,7
2004,"X800",2,0,1,3,0,0,34,3,4,14,3,6
2004,"X810",1,0,0,0,0,0,1,0,0,1,0,0
2004,"X820",1,0,0,0,0,0,1,1,0,0,0,0
2004,"X830",1,0,0,0,1,0,7,1,3,2,0,0
2004,"X840",1,0,0,2,9,0,65,15,11,18,6,4
2004,"X840",2,0,0,5,3,0,28,2,4,10,1,3
1996,"X600",2,0,0,0,0,0,1,0,1,0,0,0
1996,"X610",1,0,0,0,0,0,1,0,1,0,0,0
1996,"X610",2,0,0,0,1,0,3,1,0,1,0,0
1996,"X640",1,0,0,0,1,1,6,1,2,0,0,1
1996,"X640",2,0,0,1,2,0,5,0,2,0,0,0
1996,"X650",2,0,0,0,0,0,1,0,1,0,0,0
1996,"X680",1,0,0,1,2,0,14,5,3,3,0,0
1996,"X680",2,0,0,2,0,0,7,1,3,0,0,1
1996,"X690",1,0,0,2,2,0,15,5,2,3,1,0
1996,"X690",2,0,0,0,1,0,2,1,0,0,0,0
1996,"X700",1,1,4,22,36,1,242,55,54,39,18,12
1996,"X700",2,0,1,12,10,0,60,10,5,17,3,2
1996,"X720",1,0,0,1,4,0,23,8,6,2,1,1
1996,"X720",2,0,0,2,1,0,8,1,1,3,0,0
1996,"X730",1,0,1,0,0,0,7,2,3,1,0,0
1996,"X740",1,0,0,7,8,0,50,11,9,8,2,5
1996,"X740",2,0,0,2,3,0,12,4,2,1,0,0
1996,"X760",1,0,0,1,0,1,5,1,0,2,0,0
1996,"X760",2,0,0,0,0,0,5,1,1,0,2,1
1996,"X780",1,0,0,1,5,1,26,8,3,5,1,2
1996,"X780",2,0,0,0,0,0,1,1,0,0,0,0
1996,"X790",1,0,0,0,0,0,1,0,0,0,0,1
1996,"X800",1,0,0,0,0,0,2,2,0,0,0,0
1996,"X800",2,0,1,1,0,0,3,1,0,0,0,0
1996,"X830",1,0,0,0,0,0,1,0,0,1,0,0
1996,"X840",1,0,0,0,3,0,18,6,4,2,0,3
1996,"X840",2,0,0,0,1,0,3,1,1,0,0,0
1997,"X600",1,0,0,0,1,0,1,0,0,0,0,0
1997,"X600",2,0,0,0,0,0,1,1,0,0,0,0
1997,"X610",1,0,0,0,1,0,1,0,0,0,0,0
1997,"X610",2,0,0,1,0,0,3,2,0,0,0,0
1997,"X640",1,0,0,0,0,0,6,3,0,3,0,0
1997,"X640",2,0,0,1,3,0,6,1,0,1,0,0
1997,"X650",1,0,0,0,0,0,1,0,0,1,0,0
1997,"X680",1,0,0,0,0,0,14,0,8,4,2,0
1997,"X680",2,0,0,5,2,0,8,0,0,0,1,0
1997,"X690",1,0,0,2,3,0,16,6,4,1,0,0
1997,"X690",2,0,2,1,2,0,8,1,0,2,0,0
1997,"X700",1,0,4,31,29,3,304,86,46,48,30,27
1997,"X700",2,0,5,9,8,1,69,10,11,14,6,5
1997,"X710",1,0,0,1,0,1,3,0,0,1,0,0
1997,"X710",2,0,0,0,0,0,1,0,0,0,1,0
1997,"X720",1,0,0,4,5,0,20,3,3,2,1,2
1997,"X720",2,0,0,1,0,0,3,1,1,0,0,0
1997,"X730",1,0,0,2,1,0,3,0,0,0,0,0
1997,"X730",2,0,0,1,0,0,1,0,0,0,0,0
1997,"X740",1,0,1,4,21,0,78,17,13,12,2,8
1997,"X740",2,0,4,5,3,0,16,0,3,1,0,0
1997,"X760",1,0,0,0,0,0,4,1,1,2,0,0
1997,"X760",2,0,0,0,0,0,7,2,2,0,1,2
1997,"X780",1,0,0,0,0,0,5,1,3,1,0,0
1997,"X790",1,0,0,0,0,0,1,0,0,0,1,0
1997,"X790",2,0,0,0,1,0,1,0,0,0,0,0
1997,"X800",1,0,0,0,0,0,3,0,1,1,0,1
1997,"X800",2,0,0,0,0,0,3,2,1,0,0,0
1997,"X830",1,0,0,0,0,0,1,1,0,0,0,0
1997,"X840",1,0,0,0,3,0,12,2,1,2,2,2
1997,"X840",2,0,0,1,0,0,3,0,0,1,0,1
1998,"X600",1,0,0,0,0,0,1,1,0,0,0,0
1998,"X610",1,0,0,0,0,0,1,0,1,0,0,0
1998,"X610",2,0,0,2,0,0,5,1,1,0,0,1
1998,"X630",1,0,0,0,2,0,2,0,0,0,0,0
1998,"X630",2,0,0,0,0,0,1,0,1,0,0,0
1998,"X640",1,0,0,1,1,0,14,6,5,1,0,0
1998,"X640",2,0,0,0,2,0,5,0,1,2,0,0
1998,"X670",1,0,0,1,0,0,1,0,0,0,0,0
1998,"X680",1,0,0,0,2,0,14,3,4,3,1,1
1998,"X680",2,0,0,2,3,0,8,3,0,0,0,0
1998,"X690",1,0,1,2,2,0,22,8,3,5,1,0
1998,"X690",2,0,1,3,2,0,12,3,1,2,0,0
1998,"X700",1,1,8,29,46,1,307,61,58,52,27,24
1998,"X700",2,0,4,8,14,0,96,21,13,21,9,6
1998,"X710",1,0,0,0,0,0,1,0,0,0,0,1
1998,"X710",2,0,0,0,0,0,1,0,0,1,0,0
1998,"X720",1,0,1,1,2,0,18,6,2,2,1,3
1998,"X720",2,0,1,0,0,0,2,1,0,0,0,0
1998,"X730",1,0,0,0,0,0,6,4,0,1,1,0
1998,"X730",2,0,0,0,1,0,1,0,0,0,0,0
1998,"X740",1,0,0,11,9,1,61,14,8,11,4,3
1998,"X740",2,0,2,0,1,0,9,3,2,1,0,0
1998,"X760",1,0,0,1,0,0,2,0,0,1,0,0
1998,"X760",2,0,0,0,0,0,4,0,1,0,0,3
1998,"X780",1,0,0,1,1,0,7,3,1,1,0,0
1998,"X780",2,0,0,0,0,0,2,0,0,1,0,1
1998,"X790",1,0,0,0,0,0,1,0,0,1,0,0
1998,"X800",1,0,0,1,0,0,3,0,1,1,0,0
1998,"X800",2,0,0,1,0,0,4,1,1,0,0,1
1998,"X840",1,0,0,0,1,0,15,9,2,0,2,1
1998,"X840",2,0,1,2,1,0,11,3,1,2,0,1
1999,"X610",1,0,0,0,1,0,1,0,0,0,0,0
1999,"X630",1,0,0,1,0,0,1,0,0,0,0,0
1999,"X640",1,0,0,4,1,0,15,3,3,2,2,0
1999,"X640",2,0,0,3,0,0,7,2,1,1,0,0
1999,"X650",1,0,0,0,1,0,1,0,0,0,0,0
1999,"X680",1,0,1,2,2,0,26,13,5,1,2,0
1999,"X680",2,0,1,4,0,0,13,6,2,0,0,0
1999,"X690",1,0,0,2,1,0,11,5,2,1,0,0
1999,"X690",2,0,0,1,0,0,3,0,1,1,0,0
1999,"X700",1,0,2,31,39,2,324,75,64,63,22,26
1999,"X700",2,0,8,7,9,0,77,11,13,16,7,6
1999,"X720",1,0,0,2,4,0,10,1,1,1,1,0
1999,"X720",2,0,0,1,0,0,3,0,1,0,0,1
1999,"X730",1,0,1,2,3,0,10,0,1,1,0,2
1999,"X740",1,0,0,3,11,0,57,18,7,11,3,4
1999,"X740",2,0,0,4,4,0,13,4,1,0,0,0
1999,"X760",1,0,0,0,0,0,3,0,2,1,0,0
1999,"X760",2,0,1,0,1,0,7,1,0,2,1,1
1999,"X770",1,0,0,0,1,0,11,4,3,2,0,1
1999,"X770",2,0,0,0,0,0,1,1,0,0,0,0
1999,"X780",1,0,0,1,1,0,7,3,0,1,0,1
1999,"X780",2,0,0,0,0,0,1,0,1,0,0,0
1999,"X790",1,0,0,0,0,0,3,1,1,0,1,0
1999,"X790",2,0,0,0,0,0,1,0,0,1,0,0
1999,"X800",1,0,0,0,1,0,1,0,0,0,0,0
1999,"X800",2,0,0,2,1,0,3,0,0,0,0,0
1999,"X820",1,0,0,0,0,0,1,1,0,0,0,0
1999,"X840",1,0,0,4,2,0,18,2,5,4,0,1
1999,"X840",2,0,0,2,1,0,7,0,2,1,1,0
2000,"X610",1,0,0,0,0,0,2,0,1,1,0,0
2000,"X610",2,0,0,1,0,0,3,2,0,0,0,0
2000,"X630",2,0,0,1,0,0,1,0,0,0,0,0
2000,"X640",1,0,0,2,2,0,6,2,0,0,0,0
2000,"X640",2,0,0,4,0,0,5,0,1,0,0,0
2000,"X650",2,0,0,0,0,0,1,0,1,0,0,0
2000,"X660",2,0,0,0,0,0,1,1,0,0,0,0
2000,"X680",1,0,0,4,5,0,36,9,7,9,1,1
2000,"X680",2,0,0,5,3,0,18,3,4,2,0,1
2000,"X690",1,0,0,1,3,0,18,4,2,6,1,1
2000,"X690",2,0,0,2,1,0,5,2,0,0,0,0
2000,"X700",1,0,4,28,51,1,319,77,55,53,25,25
2000,"X700",2,0,4,10,12,0,72,9,14,11,6,6
2000,"X710",2,0,0,1,0,0,2,0,0,0,1,0
2000,"X720",1,0,0,3,0,0,11,4,2,2,0,0
2000,"X720",2,0,0,1,3,0,5,0,1,0,0,0
2000,"X730",1,0,0,0,2,0,6,0,2,2,0,0
2000,"X740",1,0,0,5,7,0,59,15,11,13,5,3
2000,"X740",2,0,1,0,2,0,10,6,0,0,1,0
2000,"X760",1,0,0,0,1,0,4,0,1,1,1,0
2000,"X760",2,0,0,0,0,0,5,1,1,2,1,0
2000,"X780",1,0,0,1,1,0,4,0,0,1,1,0
2000,"X780",2,0,0,0,1,0,3,0,0,2,0,0
2000,"X790",1,0,0,1,1,0,6,0,2,1,0,1
2000,"X800",1,0,0,0,1,0,5,0,1,0,1,2
2000,"X800",2,0,0,1,0,0,3,1,1,0,0,0
2000,"X830",1,0,0,0,0,0,1,0,0,1,0,0
2000,"X830",2,0,0,2,0,0,2,0,0,0,0,0
2000,"X840",1,0,0,0,3,0,11,3,3,2,0,0
2000,"X840",2,0,2,1,0,0,5,0,0,2,0,0
2001,"X610",1,0,0,1,0,0,4,0,1,2,0,0
2001,"X610",2,0,0,0,1,0,4,1,2,0,0,0
2001,"X630",2,0,0,1,0,0,1,0,0,0,0,0
2001,"X640",1,0,0,0,3,0,8,1,2,1,1,0
2001,"X640",2,0,1,1,0,0,9,2,2,2,0,1
2001,"X650",1,0,0,0,0,0,2,0,1,1,0,0
2001,"X650",2,0,0,0,0,0,1,0,1,0,0,0
2001,"X660",1,0,0,0,0,0,1,0,0,0,1,0
2001,"X680",1,0,0,3,6,0,48,18,7,8,4,2
2001,"X680",2,0,1,12,3,0,29,2,7,4,0,0
2001,"X690",1,0,1,1,0,0,17,7,6,0,1,1
2001,"X690",2,0,0,1,2,0,8,3,1,1,0,0
2001,"X700",1,1,11,42,74,1,467,115,93,82,29,19
2001,"X700",2,0,3,16,15,0,112,23,16,25,7,7
2001,"X710",1,0,0,0,0,0,1,0,0,1,0,0
2001,"X710",2,0,0,0,0,0,1,0,1,0,0,0
2001,"X720",1,0,0,3,3,0,26,5,5,5,4,1
2001,"X720",2,0,0,1,2,0,5,2,0,0,0,0
2001,"X730",1,0,0,1,4,0,16,4,3,3,0,1
2001,"X730",2,0,0,0,0,0,1,1,0,0,0,0
2001,"X740",1,0,1,4,9,0,70,22,16,10,4,4
2001,"X740",2,0,0,2,1,0,6,3,0,0,0,0
2001,"X750",1,0,0,0,1,0,1,0,0,0,0,0
2001,"X760",1,0,0,0,0,0,1,0,0,0,0,1
2001,"X760",2,0,0,0,1,0,5,0,0,2,1,1
2001,"X780",1,0,0,0,0,0,9,4,2,2,1,0
2001,"X780",2,0,0,0,0,0,2,1,1,0,0,0
2001,"X790",1,0,0,3,0,0,10,2,0,4,0,1
2001,"X790",2,0,0,0,0,0,1,0,1,0,0,0
2001,"X800",1,0,0,3,1,0,8,1,1,0,1,1
2001,"X800",2,0,0,1,2,0,7,0,0,0,1,3
2001,"X830",1,0,0,0,0,0,1,0,1,0,0,0
2001,"X840",1,0,0,3,1,0,10,2,3,1,0,0
2001,"X840",2,0,0,1,0,0,2,1,0,0,0,0
2002,"X610",2,0,0,0,1,0,2,0,0,0,0,1
2002,"X620",1,0,0,0,1,0,2,0,1,0,0,0
2002,"X640",1,0,1,0,0,0,9,3,3,1,1,0
2002,"X640",2,0,0,1,0,0,4,1,1,0,0,1
2002,"X650",1,0,0,0,1,0,1,0,0,0,0,0
2002,"X660",2,0,0,0,1,0,1,0,0,0,0,0
2002,"X670",1,0,0,0,0,0,1,0,1,0,0,0
2002,"X680",1,0,0,2,6,0,32,9,8,5,0,2
2002,"X680",2,0,1,2,8,0,28,8,2,4,1,2
2002,"X690",1,0,0,1,3,0,14,3,5,0,0,2
2002,"X690",2,0,1,1,2,0,15,4,5,2,0,0
2002,"X700",1,0,12,47,63,0,466,110,84,85,35,30
2002,"X700",2,0,8,17,12,0,123,23,21,27,10,5
2002,"X710",1,0,0,0,1,0,4,3,0,0,0,0
2002,"X710",2,0,0,1,0,0,2,0,0,0,0,1
2002,"X720",1,0,0,3,6,0,20,2,1,6,2,0
2002,"X720",2,0,1,0,2,0,5,2,0,0,0,0
2002,"X730",1,0,0,0,2,0,7,3,1,1,0,0
2002,"X740",1,0,1,6,19,0,62,18,9,2,5,2
2002,"X740",2,0,0,3,2,0,11,0,4,2,0,0
2002,"X750",1,0,0,0,0,0,1,0,0,1,0,0
2002,"X760",1,0,0,0,0,0,2,0,0,1,0,1
2002,"X760",2,0,1,0,0,0,11,0,4,1,2,3
2002,"X770",1,0,0,0,0,0,1,0,1,0,0,0
2002,"X770",2,0,0,0,1,0,1,0,0,0,0,0
2002,"X780",1,0,0,0,0,0,8,3,2,1,1,1
2002,"X780",2,0,0,0,0,0,1,0,0,1,0,0
2002,"X790",1,0,0,1,2,0,5,1,1,0,0,0
2002,"X790",2,0,0,1,0,0,5,1,2,0,1,0
2002,"X800",1,0,0,2,2,0,7,2,1,0,0,0
2002,"X800",2,0,0,0,1,0,2,0,1,0,0,0
2002,"X810",2,0,0,0,0,0,1,0,0,1,0,0
2002,"X830",2,0,0,1,0,0,2,0,0,1,0,0
2002,"X840",1,0,1,1,1,0,13,1,3,5,1,0
2002,"X840",2,0,0,0,0,0,6,3,1,1,1,0
1996,"X610",1,0,0,0,1,0,4,1,2,0,0,0
1996,"X610",2,0,1,0,0,0,5,0,1,2,1,0
1996,"X620",1,0,0,1,0,0,1,0,0,0,0,0
1996,"X620",2,0,0,0,0,0,1,0,1,0,0,0
1996,"X640",1,0,0,1,2,0,11,1,4,3,0,0
1996,"X640",2,0,1,0,2,0,13,6,2,2,0,0
1996,"X660",1,0,0,0,1,0,2,0,1,0,0,0
1996,"X670",1,0,0,0,0,0,3,1,2,0,0,0
1996,"X680",1,0,0,2,4,1,45,13,10,7,5,3
1996,"X680",2,0,2,1,4,0,21,3,3,7,1,0
1996,"X690",1,0,0,1,5,1,36,7,8,9,3,2
1996,"X690",2,0,0,2,2,0,11,2,3,1,0,1
1996,"X700",1,0,10,44,98,5,881,189,199,199,85,52
1996,"X700",2,0,3,14,9,2,187,38,41,43,20,17
1996,"X710",1,0,0,0,0,0,2,0,1,0,0,1
1996,"X710",2,0,0,0,0,0,2,0,1,1,0,0
1996,"X720",1,0,2,4,7,0,47,12,9,7,3,3
1996,"X720",2,0,0,0,2,0,16,7,2,4,1,0
1996,"X730",1,0,0,2,3,0,10,2,0,2,1,0
1996,"X740",1,0,7,25,51,1,329,73,57,57,30,28
1996,"X740",2,0,3,14,7,0,61,12,11,9,2,3
1996,"X760",1,0,0,0,1,0,3,1,0,0,0,1
1996,"X760",2,0,0,2,2,0,14,3,2,2,2,1
1996,"X780",1,0,0,0,2,0,26,3,9,6,2,4
1996,"X780",2,0,0,1,0,0,8,1,0,4,1,1
1996,"X790",1,0,1,6,4,0,38,6,10,4,4,3
1996,"X790",2,0,0,0,0,0,6,2,0,3,0,1
1996,"X800",1,0,0,6,4,0,23,1,4,4,0,4
1996,"X800",2,0,5,2,1,0,22,4,4,3,0,3
1996,"X830",1,0,0,0,0,0,3,2,0,0,1,0
1996,"X830",2,0,0,0,0,0,1,0,1,0,0,0
1996,"X840",1,0,2,9,14,0,106,24,23,17,10,7
1996,"X840",2,0,1,4,2,0,34,9,8,4,3,3
1997,"X610",1,0,0,1,1,0,8,3,1,1,0,1
1997,"X610",2,0,0,1,1,0,9,1,2,3,1,0
1997,"X620",1,0,0,0,0,0,1,0,1,0,0,0
1997,"X640",1,0,0,0,1,0,21,5,6,6,2,1
1997,"X640",2,0,0,5,2,0,14,3,4,0,0,0
1997,"X650",1,0,0,1,0,0,1,0,0,0,0,0
1997,"X650",2,0,0,0,0,0,1,0,0,1,0,0
1997,"X660",1,0,0,0,0,0,2,1,1,0,0,0
1997,"X670",1,0,0,0,0,0,4,1,1,2,0,0
1997,"X680",1,0,0,2,8,0,59,8,16,18,4,3
1997,"X680",2,0,3,3,3,0,26,5,6,5,0,1
1997,"X690",1,0,0,1,3,1,28,4,2,10,2,5
1997,"X690",2,0,0,2,2,0,27,9,7,5,2,0
1997,"X700",1,1,14,56,130,1,1202,282,261,260,112,85
1997,"X700",2,0,8,18,16,0,261,47,58,72,20,22
1997,"X710",1,0,0,0,0,0,3,0,1,0,2,0
1997,"X710",2,0,0,0,0,0,3,0,1,1,0,1
1997,"X720",1,0,1,4,8,0,55,7,10,10,9,6
1997,"X720",2,0,2,2,0,0,6,1,0,1,0,0
1997,"X730",1,0,0,2,1,0,6,0,2,0,0,1
1997,"X730",2,0,0,0,0,0,1,1,0,0,0,0
1997,"X740",1,0,0,29,43,2,363,66,87,73,36,27
1997,"X740",2,0,3,14,9,0,81,12,21,13,5,4
1997,"X760",1,0,0,0,1,0,15,6,3,2,3,0
1997,"X760",2,0,0,1,1,0,19,4,3,6,2,2
1997,"X780",1,0,0,0,3,0,33,6,6,8,5,5
1997,"X780",2,0,0,0,0,0,13,3,5,4,0,1
1997,"X790",1,0,0,7,13,0,62,15,11,7,5,4
1997,"X790",2,0,1,1,2,0,19,1,5,5,0,4
1997,"X800",1,0,0,0,2,0,12,1,3,4,0,2
1997,"X800",2,0,0,1,1,0,9,1,2,2,0,2
1997,"X820",1,0,0,0,0,0,1,0,1,0,0,0
1997,"X830",1,0,0,0,0,0,3,0,2,1,0,0
1997,"X840",1,0,2,6,14,0,97,27,20,18,4,6
1997,"X840",2,0,1,1,2,0,28,2,10,9,1,2
1998,"X610",1,0,0,1,0,0,4,1,1,0,0,1
1998,"X610",2,0,0,1,0,0,5,4,0,0,0,0
1998,"X620",2,0,0,1,0,0,1,0,0,0,0,0
1998,"X630",1,0,0,0,0,0,1,1,0,0,0,0
1998,"X640",1,0,0,0,3,0,17,3,3,6,2,0
1998,"X640",2,0,0,3,2,0,16,4,3,2,2,0
1998,"X650",1,0,0,0,0,0,2,0,0,1,1,0
1998,"X660",2,0,0,0,0,0,1,0,0,0,0,1
1998,"X670",1,0,0,0,1,0,1,0,0,0,0,0
1998,"X680",1,0,0,3,6,0,68,16,12,16,9,6
1998,"X680",2,0,0,5,3,0,34,7,11,5,1,2
1998,"X690",1,0,0,0,3,0,23,1,11,4,1,3
1998,"X690",2,0,1,4,1,0,21,6,6,2,1,0
1998,"X700",1,0,10,65,140,4,1362,307,281,296,135,124
1998,"X700",2,0,6,22,23,2,260,54,43,64,26,20
1998,"X710",1,0,0,0,0,0,5,2,2,0,0,1
1998,"X710",2,0,0,0,0,0,5,0,0,0,3,2
1998,"X720",1,0,1,6,5,0,54,8,14,10,6,4
1998,"X720",2,0,2,2,2,0,13,1,1,4,1,0
1998,"X730",1,0,0,1,0,0,4,0,1,1,1,0
1998,"X730",2,0,0,0,0,0,1,0,0,1,0,0
1998,"X740",1,0,0,29,36,1,344,75,75,68,36,24
1998,"X740",2,0,3,18,5,0,65,16,8,10,4,1
1998,"X750",1,0,0,0,0,0,2,0,1,1,0,0
1998,"X760",1,0,0,0,0,0,13,3,4,4,0,2
1998,"X760",2,0,0,2,3,0,21,3,1,6,1,5
1998,"X780",1,0,0,0,1,0,29,4,5,5,7,7
1998,"X780",2,0,0,0,1,0,7,2,1,1,1,1
1998,"X790",1,0,0,7,2,0,50,12,10,12,6,1
1998,"X790",2,0,0,3,2,0,18,4,0,3,2,4
1998,"X800",1,0,0,2,1,0,15,6,2,0,3,1
1998,"X800",2,0,0,3,3,0,14,1,2,4,0,1
1998,"X830",1,0,0,0,0,0,1,0,1,0,0,0
1998,"X840",1,0,0,2,14,2,91,27,16,14,10,6
1998,"X840",2,0,0,1,4,0,30,9,5,6,2,3
1999,"X610",1,0,0,1,0,0,5,1,3,0,0,0
1999,"X610",2,0,0,0,1,0,7,4,1,0,1,0
1999,"X640",1,0,0,0,1,0,11,2,6,2,0,0
1999,"X640",2,0,0,1,2,0,6,0,1,1,1,0
1999,"X660",1,0,0,0,1,0,1,0,0,0,0,0
1999,"X670",1,0,0,0,0,0,4,2,1,1,0,0
1999,"X670",2,0,0,0,1,0,1,0,0,0,0,0
