"Year","Cause","Sex","Deaths7","Deaths8","Deaths9","Deaths10","Deaths26","Total","Deaths2534","Deaths3544","Deaths4559","Deaths6069","Deaths70up"
2009,"X740",2,0,1,1,3,0,41,8,11,13,4,0
2009,"X750",1,0,0,0,0,0,1,0,0,1,0,0
2009,"X760",1,0,0,2,4,0,28,3,5,6,2,6
2009,"X760",2,0,0,2,1,0,37,8,8,12,4,2
2009,"X770",1,0,0,0,1,0,2,1,0,0,0,0
2009,"X770",2,0,0,0,0,0,1,0,1,0,0,0
2009,"X780",1,0,0,1,1,1,61,15,7,20,8,8
2009,"X780",2,0,0,1,0,0,17,5,5,4,2,0
2009,"X790",1,0,0,0,1,0,9,1,1,2,2,2
2009,"X790",2,0,0,1,0,0,7,1,2,1,0,2
2009,"X800",1,0,2,5,10,0,83,22,18,14,6,6
2009,"X800",2,0,0,1,8,0,71,11,13,19,11,8
2009,"X810",1,0,0,0,0,0,1,1,0,0,0,0
2009,"X820",1,0,0,1,0,0,1,0,0,0,0,0
2009,"X830",1,0,0,0,0,0,5,2,1,2,0,0
2009,"X830",2,0,0,0,1,0,3,0,1,0,1,0
2009,"X840",1,0,0,2,5,0,53,18,11,9,5,3
2009,"X840",2,0,0,2,0,0,20,7,2,7,1,1
2010,"X600",1,0,0,1,0,0,2,1,0,0,0,0
2010,"X600",2,0,0,0,1,0,2,0,1,0,0,0
2010,"X610",1,0,0,2,1,0,30,11,8,5,1,2
2010,"X610",2,0,2,1,1,0,55,12,13,22,4,0
2010,"X620",1,0,0,0,0,1,5,1,3,0,0,0
2010,"X620",2,0,0,0,0,0,2,0,0,2,0,0
2010,"X630",1,0,0,0,0,0,2,2,0,0,0,0
2010,"X630",2,0,0,0,1,0,4,1,1,1,0,0
2010,"X640",1,0,0,4,2,0,25,7,3,8,1,0
2010,"X640",2,0,0,3,1,0,39,15,10,6,3,1
2010,"X650",1,0,0,0,0,0,6,1,3,0,1,1
2010,"X650",2,0,0,0,0,0,2,0,1,1,0,0
2010,"X660",1,0,0,0,0,0,2,1,0,1,0,0
2010,"X660",2,0,1,0,0,0,2,0,0,0,0,1
2010,"X670",1,0,0,0,0,0,4,0,0,2,1,1
2010,"X670",2,0,0,1,0,0,5,0,1,2,0,1
2010,"X680",1,0,1,8,22,0,183,38,28,47,21,18
2010,"X680",2,0,6,14,6,0,109,16,31,28,5,3
2010,"X690",1,0,0,2,2,0,51,14,7,17,6,3
2010,"X690",2,0,0,3,4,0,29,6,5,7,2,2
2010,"X700",1,1,24,202,403,5,3229,775,593,698,238,290
2010,"X700",2,1,17,53,70,0,660,116,116,187,49,51
2010,"X710",1,0,0,1,0,0,10,1,1,3,1,3
2010,"X710",2,0,0,0,0,0,5,1,2,1,0,1
2010,"X720",1,0,0,6,15,0,146,41,30,29,11,14
2010,"X720",2,0,1,2,3,0,18,3,3,4,1,1
2010,"X730",1,0,0,3,5,0,25,6,1,7,1,2
2010,"X730",2,0,0,1,0,0,2,1,0,0,0,0
2010,"X740",1,0,5,17,20,0,293,61,51,62,38,39
2010,"X740",2,0,0,7,3,0,43,5,9,16,1,2
2010,"X750",1,0,0,0,2,0,4,2,0,0,0,0
2010,"X760",1,0,0,0,2,0,33,7,11,9,2,2
2010,"X760",2,0,1,3,1,0,37,8,12,8,1,3
2010,"X780",1,0,2,3,3,0,76,14,14,21,12,7
2010,"X780",2,0,0,0,1,0,18,4,4,2,3,4
2010,"X790",1,0,0,0,1,0,13,3,3,3,1,2
2010,"X790",2,0,0,0,1,0,3,0,0,1,0,1
2010,"X800",1,0,0,5,9,0,67,21,8,12,6,6
2010,"X800",2,0,2,3,4,0,83,16,18,24,8,8
2010,"X810",2,0,0,0,0,0,1,1,0,0,0,0
2010,"X820",1,0,0,0,1,0,1,0,0,0,0,0
2010,"X830",1,0,0,1,0,0,5,0,1,1,0,2
2010,"X830",2,0,0,0,0,0,3,1,0,2,0,0
2010,"X840",1,0,0,1,5,0,62,17,9,17,8,5
2010,"X840",2,0,0,2,0,0,29,5,10,6,3,3
2011,"X600",1,0,0,0,1,0,3,0,1,0,0,1
2011,"X600",2,0,0,0,0,0,2,0,1,1,0,0
2011,"X610",1,0,0,2,1,0,28,9,8,7,1,0
2011,"X610",2,0,1,1,4,0,55,11,22,13,3,0
2011,"X620",1,0,0,0,2,0,11,4,5,0,0,0
2011,"X620",2,0,0,0,1,0,6,2,1,2,0,0
2011,"X630",2,0,0,2,0,0,4,1,0,1,0,0
2011,"X640",1,0,1,1,1,0,30,9,9,6,2,1
2011,"X640",2,0,0,5,2,0,29,5,7,7,2,1
2011,"X650",1,0,0,0,1,0,12,3,3,4,1,0
2011,"X650",2,0,0,0,0,0,6,0,4,2,0,0
2011,"X660",1,0,0,0,2,0,6,1,1,2,0,0
2011,"X660",2,0,0,0,0,0,1,0,0,0,0,1
2011,"X670",1,0,0,1,1,0,9,3,1,3,0,0
2011,"X680",1,0,3,8,19,0,188,33,40,53,17,15
2011,"X680",2,0,2,11,2,0,88,17,19,31,4,2
2011,"X690",1,0,0,1,2,0,53,10,13,21,4,2
2011,"X690",2,0,2,1,5,0,34,5,7,12,0,2
2011,"X700",1,0,27,195,417,5,3313,821,594,678,286,290
2011,"X700",2,0,21,70,86,0,740,130,130,184,67,52
2011,"X710",1,0,0,0,2,0,17,3,3,6,1,2
2011,"X710",2,0,0,0,0,0,10,3,1,4,1,1
2011,"X720",1,0,3,6,14,0,131,29,30,26,14,9
2011,"X720",2,0,0,2,4,0,16,3,2,1,2,2
2011,"X730",1,0,1,3,1,0,31,16,7,2,1,0
2011,"X730",2,0,0,0,0,0,2,2,0,0,0,0
2011,"X740",1,0,1,12,26,0,283,54,54,59,31,46
2011,"X740",2,0,0,3,2,0,37,11,8,8,4,1
2011,"X750",1,0,0,1,0,0,3,2,0,0,0,0
2011,"X760",1,0,0,1,4,0,28,6,5,4,5,3
2011,"X760",2,0,0,1,3,0,23,2,5,8,2,2
2011,"X770",1,0,0,0,0,0,3,1,2,0,0,0
2011,"X770",2,0,0,0,0,0,1,1,0,0,0,0
2011,"X780",1,0,0,2,7,0,92,22,18,25,9,9
2011,"X780",2,0,0,0,3,0,12,2,2,4,1,0
2011,"X790",1,0,0,3,1,0,19,7,4,2,2,0
2011,"X790",2,0,0,0,0,0,8,1,1,5,1,0
2011,"X800",1,0,0,0,6,0,57,17,7,17,6,4
2011,"X800",2,0,2,4,4,0,78,20,11,26,6,5
2011,"X810",1,0,0,0,0,0,2,1,0,0,0,1
2011,"X810",2,0,0,0,0,0,1,0,0,0,0,1
2011,"X820",1,0,0,0,0,0,1,0,1,0,0,0
2011,"X820",2,0,0,1,0,0,1,0,0,0,0,0
2011,"X830",1,0,0,0,1,0,5,0,1,0,3,0
2011,"X830",2,0,0,0,0,0,2,0,1,0,0,1
2011,"X840",1,0,0,1,3,0,62,21,10,19,1,7
2011,"X840",2,0,0,0,6,0,24,2,4,8,1,3
2012,"X600",1,0,0,0,0,0,5,0,2,2,1,0
2012,"X600",2,0,0,0,0,0,3,0,0,1,2,0
2012,"X610",1,0,0,3,3,0,40,11,9,10,2,2
2012,"X610",2,0,1,4,1,0,53,19,14,13,0,1
2012,"X620",1,0,0,0,1,0,10,4,5,0,0,0
2012,"X620",2,0,0,0,0,0,4,1,3,0,0,0
2012,"X630",1,0,0,0,0,0,2,0,0,2,0,0
2012,"X630",2,0,0,0,0,0,4,2,0,2,0,0
2012,"X640",1,0,1,2,2,0,23,6,8,2,2,0
2012,"X640",2,0,2,4,1,0,41,11,11,11,1,0
2012,"X650",1,0,0,0,0,0,14,2,2,4,6,0
2012,"X650",2,0,0,1,0,0,2,0,0,1,0,0
2012,"X660",1,0,0,0,0,1,3,0,1,1,0,0
2012,"X660",2,0,0,0,0,0,2,1,0,1,0,0
2012,"X670",1,0,0,3,1,0,13,1,4,3,0,1
2012,"X670",2,0,0,0,0,0,2,1,1,0,0,0
2012,"X680",1,0,1,6,9,1,126,26,23,39,8,13
2012,"X680",2,0,2,7,11,0,80,12,17,21,7,3
2012,"X690",1,0,0,2,3,0,53,10,17,12,2,7
2012,"X690",2,0,0,5,5,0,34,7,9,4,2,2
2012,"X700",1,1,40,220,387,1,3642,853,695,797,333,315
2012,"X700",2,0,14,69,78,0,815,174,144,197,82,57
2012,"X710",1,0,0,0,1,0,10,6,2,1,0,0
2012,"X710",2,0,0,0,0,0,8,0,2,1,2,3
2012,"X720",1,0,3,8,16,0,122,25,18,25,15,12
2012,"X720",2,0,0,5,3,0,26,8,6,3,0,1
2012,"X730",1,0,0,2,1,0,20,8,2,4,1,2
2012,"X730",2,0,0,0,1,0,1,0,0,0,0,0
2012,"X740",1,0,4,13,19,0,296,59,46,66,48,41
2012,"X740",2,0,2,4,3,0,51,12,13,12,3,2
2012,"X760",1,0,0,0,0,0,22,4,6,6,3,3
2012,"X760",2,0,0,4,0,1,43,9,12,11,0,6
2012,"X770",1,0,0,0,0,0,1,0,1,0,0,0
2012,"X770",2,0,0,0,0,0,1,0,0,1,0,0
2012,"X780",1,0,1,2,6,0,88,16,18,27,7,11
2012,"X780",2,0,0,0,0,0,13,3,0,6,1,3
2012,"X790",1,0,0,3,2,0,14,3,1,3,0,2
2012,"X790",2,0,0,1,1,0,16,2,6,3,2,1
2012,"X800",1,0,0,3,6,0,73,22,9,18,9,6
2012,"X800",2,0,3,3,4,0,64,12,10,20,6,6
2012,"X810",1,0,0,0,0,0,1,1,0,0,0,0
2012,"X830",1,0,0,1,2,0,13,2,3,3,2,0
2012,"X830",2,0,0,1,0,0,4,0,1,1,1,0
2012,"X840",1,0,0,3,6,0,48,12,8,11,4,4
2012,"X840",2,0,0,0,0,0,26,4,10,8,1,3
2013,"X600",1,0,0,1,0,0,3,0,0,2,0,0
2013,"X610",1,0,0,0,1,0,19,3,6,8,0,1
2013,"X610",2,0,0,2,5,0,51,5,18,15,6,0
2013,"X620",1,0,1,2,2,0,18,8,3,2,0,0
2013,"X620",2,0,0,0,0,0,3,2,1,0,0,0
2013,"X630",1,0,0,0,0,0,2,0,1,1,0,0
2013,"X630",2,0,0,0,0,0,2,1,0,0,1,0
2013,"X640",1,0,0,1,4,0,32,7,7,11,1,1
2013,"X640",2,0,0,2,3,0,37,7,12,11,1,1
2013,"X650",1,0,0,0,1,0,12,1,1,3,5,1
2013,"X650",2,0,0,0,0,0,3,0,1,2,0,0
2013,"X660",2,0,0,0,0,0,2,1,0,1,0,0
2013,"X670",1,0,0,0,5,0,20,7,4,4,0,0
2013,"X670",2,0,0,0,0,0,5,2,1,0,1,1
2013,"X680",1,0,0,7,14,0,147,30,21,53,8,14
2013,"X680",2,0,1,10,7,0,95,15,17,30,13,2
2013,"X690",1,0,0,2,4,0,38,6,9,8,6,3
2013,"X690",2,0,1,3,1,0,39,9,7,12,2,4
2013,"X700",1,1,33,234,394,3,3813,958,707,842,360,281
2013,"X700",2,0,22,82,83,0,876,153,157,222,81,76
2013,"X710",1,0,0,0,3,0,18,5,3,3,2,2
2013,"X710",2,0,0,0,1,0,11,2,1,3,2,2
2013,"X720",1,0,3,5,12,0,151,27,30,40,16,18
2013,"X720",2,0,3,1,2,0,27,6,5,7,2,1
2013,"X730",1,0,0,1,3,0,29,5,5,6,2,7
2013,"X730",2,0,0,0,1,0,2,1,0,0,0,0
2013,"X740",1,0,4,15,21,0,312,56,64,78,28,46
2013,"X740",2,0,2,4,1,0,48,12,13,8,5,3
2013,"X750",1,0,0,0,0,0,4,1,1,1,1,0
2013,"X760",1,0,1,0,2,0,33,3,11,9,4,3
2013,"X760",2,0,0,1,2,0,32,4,7,10,3,5
2013,"X770",1,0,0,0,0,0,1,0,0,1,0,0
2013,"X770",2,0,0,0,0,0,1,1,0,0,0,0
2013,"X780",1,0,1,2,3,0,89,20,16,27,12,8
2013,"X780",2,0,0,2,1,0,17,3,0,5,1,5
2013,"X790",1,0,0,0,2,0,24,8,5,3,2,4
2013,"X790",2,0,0,0,0,0,6,1,1,3,1,0
2013,"X800",1,0,4,3,7,0,82,18,12,20,7,11
2013,"X800",2,0,0,8,4,0,77,12,12,22,10,9
2013,"X810",2,0,0,0,0,0,1,0,0,0,1,0
2013,"X830",1,0,0,0,0,0,5,0,3,2,0,0
2013,"X830",2,0,0,0,0,0,2,1,0,0,0,1
2013,"X840",1,0,0,2,3,0,68,12,17,22,6,6
2013,"X840",2,0,0,1,2,0,24,6,4,9,2,0
2014,"X600",1,0,0,0,0,0,4,1,1,1,0,1
2014,"X600",2,0,0,1,0,0,6,1,1,3,0,0
2014,"X610",1,0,1,2,6,0,40,9,11,7,3,1
2014,"X610",2,0,0,3,6,0,62,15,18,19,1,0
2014,"X620",1,0,0,1,3,0,24,10,8,2,0,0
2014,"X620",2,0,0,0,0,0,7,5,1,1,0,0
2014,"X630",1,0,0,0,0,0,2,0,0,1,0,1
2014,"X630",2,0,1,0,0,0,5,1,1,2,0,0
2014,"X640",1,0,0,1,3,0,41,11,13,8,4,1
2014,"X640",2,0,1,2,2,0,35,7,8,12,1,2
2014,"X650",1,0,0,0,0,0,15,5,4,3,1,2
2014,"X650",2,0,0,0,0,0,1,1,0,0,0,0
2014,"X660",1,0,0,0,0,0,2,1,0,0,1,0
2014,"X660",2,0,0,0,1,0,6,2,0,1,2,0
2014,"X670",1,0,0,0,2,0,15,3,4,4,2,0
2014,"X670",2,0,0,0,0,0,3,2,0,1,0,0
2014,"X680",1,0,0,5,5,0,124,23,28,38,12,13
2014,"X680",2,0,3,8,5,0,74,20,13,19,4,2
2014,"X690",1,0,0,4,6,0,53,8,13,10,9,3
2014,"X690",2,0,1,2,4,0,39,10,7,10,4,1
2014,"X700",1,0,48,259,441,4,4006,954,746,883,360,311
2014,"X700",2,0,24,93,90,0,910,159,166,231,83,64
2014,"X710",1,0,0,0,1,1,9,1,3,1,0,2
2014,"X710",2,0,0,0,1,0,6,2,0,2,0,1
2014,"X720",1,1,2,10,12,1,140,24,21,39,13,17
2014,"X720",2,0,1,4,2,0,26,7,4,6,2,0
2014,"X730",1,0,0,5,3,0,37,8,7,5,5,4
2014,"X730",2,0,0,0,0,0,1,0,1,0,0,0
2014,"X740",1,0,2,13,26,0,299,53,51,84,32,38
2014,"X740",2,0,1,7,2,0,44,17,6,7,3,1
2014,"X750",1,0,0,0,0,0,1,1,0,0,0,0
2014,"X760",1,0,0,0,0,0,32,10,7,8,5,2
2014,"X760",2,0,0,0,0,0,29,4,4,15,4,2
2014,"X770",1,0,0,0,0,0,5,1,1,2,1,0
2014,"X770",2,0,0,0,0,0,1,1,0,0,0,0
2014,"X780",1,0,0,0,3,0,81,13,17,27,8,13
2014,"X780",2,0,0,2,1,0,24,3,1,6,6,5
2014,"X790",1,0,0,0,3,0,20,6,5,1,3,2
2014,"X790",2,0,0,0,0,0,4,1,0,1,0,2
2014,"X800",1,0,1,5,18,0,114,27,21,27,4,11
2014,"X800",2,0,3,1,4,0,81,13,14,27,9,10
2014,"X820",1,0,0,0,0,0,1,0,0,1,0,0
2014,"X830",1,0,0,0,1,0,8,1,2,2,0,2
2014,"X840",1,0,1,3,2,0,36,11,5,7,4,3
2014,"X840",2,0,2,0,2,0,19,6,2,7,0,0
2015,"X600",1,0,0,0,0,0,2,1,0,0,1,0
2015,"X600",2,0,1,0,1,0,4,1,0,1,0,0
2015,"X610",1,0,0,2,3,0,33,7,9,5,5,2
2015,"X610",2,0,0,2,4,0,75,16,20,22,8,3
2015,"X620",1,0,0,1,1,0,14,6,3,3,0,0
2015,"X620",2,0,0,0,0,0,6,4,2,0,0,0
2015,"X630",2,0,0,0,0,0,2,0,2,0,0,0
2015,"X640",1,0,0,1,3,0,38,6,14,10,2,2
2015,"X640",2,0,0,3,2,0,55,11,15,16,7,1
2015,"X650",1,0,0,0,1,0,9,0,3,4,1,0
2015,"X650",2,0,0,0,0,0,2,1,0,0,0,1
2015,"X660",1,0,0,0,0,0,2,1,1,0,0,0
2015,"X660",2,0,1,0,0,0,2,0,0,1,0,0
2015,"X670",1,0,0,4,3,0,21,7,1,5,1,0
2015,"X670",2,0,0,0,0,0,3,0,1,1,1,0
2015,"X680",1,0,0,9,17,0,145,26,29,35,12,17
2015,"X680",2,0,3,4,10,0,68,19,14,13,2,3
2015,"X690",1,0,0,1,6,0,47,9,8,14,5,4
2015,"X690",2,0,1,3,4,0,43,8,6,15,3,3
2015,"X700",1,1,48,261,419,2,4340,930,825,1062,416,376
2015,"X700",2,0,27,102,81,0,1056,192,208,261,117,68
2015,"X710",1,0,0,0,1,0,11,3,1,1,1,4
2015,"X710",2,0,0,0,0,0,7,1,2,1,1,2
2015,"X720",1,0,2,5,11,0,134,23,22,30,19,22
2015,"X720",2,0,0,2,0,0,14,0,6,5,1,0
2015,"X730",1,0,0,3,2,0,28,5,8,9,1,0
2015,"X730",2,0,0,0,0,0,2,0,2,0,0,0
2015,"X740",1,0,2,13,16,0,295,50,57,61,41,55
2015,"X740",2,0,1,6,4,0,42,8,9,11,2,1
2015,"X750",1,0,0,0,0,0,1,0,0,0,0,1
2015,"X750",2,0,0,0,0,0,1,0,0,1,0,0
2015,"X760",1,0,0,0,4,0,25,4,8,6,2,1
2015,"X760",2,0,0,0,1,0,32,7,7,8,9,0
2015,"X780",1,0,0,3,1,0,91,15,14,33,13,12
2015,"X780",2,0,0,0,1,0,11,1,3,1,2,3
2015,"X790",1,0,1,1,1,0,23,6,3,8,3,0
2015,"X790",2,0,0,0,0,0,3,0,1,1,1,0
2015,"X800",1,0,0,6,6,0,95,30,16,21,6,10
2015,"X800",2,0,0,10,4,0,92,16,18,20,14,10
2015,"X810",1,0,0,0,0,0,1,0,1,0,0,0
2015,"X820",1,0,0,0,0,0,1,0,0,0,1,0
2015,"X830",1,0,0,1,1,0,16,3,2,3,2,4
2015,"X830",2,0,0,0,0,0,1,1,0,0,0,0
2015,"X840",1,0,0,1,6,0,57,9,15,17,6,3
2015,"X840",2,0,0,1,1,0,12,1,4,3,1,1
2016,"X600",1,0,0,1,0,0,8,2,1,2,1,1
2016,"X600",2,0,0,1,2,0,7,1,1,2,0,0
2016,"X610",1,0,1,1,3,0,45,14,13,9,4,0
2016,"X610",2,0,1,5,5,0,84,12,31,23,7,0
2016,"X620",1,0,0,0,1,0,12,6,3,2,0,0
2016,"X620",2,0,1,0,1,0,6,1,3,0,0,0
2016,"X630",1,0,0,0,0,0,3,1,0,1,1,0
2016,"X630",2,0,0,0,0,0,2,0,2,0,0,0
2016,"X640",1,0,0,2,8,0,43,11,9,9,2,2
2016,"X640",2,0,3,2,4,0,63,21,11,14,3,5
2016,"X650",1,0,0,0,0,0,6,0,1,4,1,0
2016,"X650",2,0,0,0,0,0,3,1,0,1,1,0
2016,"X660",1,0,0,1,1,0,4,1,1,0,0,0
2016,"X660",2,0,0,0,0,0,2,0,2,0,0,0
2016,"X670",1,0,1,2,4,0,22,7,2,4,2,0
2016,"X670",2,0,0,0,0,0,4,1,2,1,0,0
2016,"X680",1,0,0,7,14,0,159,25,26,44,19,24
2016,"X680",2,0,4,7,11,0,81,17,17,12,6,7
2016,"X690",1,0,1,1,3,0,47,9,9,14,5,5
2016,"X690",2,0,1,3,3,0,40,6,12,10,5,0
2016,"X700",1,2,40,296,438,2,4487,955,824,1092,453,385
2016,"X700",2,0,38,98,90,1,1046,188,198,259,108,66
2016,"X710",1,0,0,1,2,0,16,0,4,4,2,3
2016,"X710",2,0,0,0,1,0,3,1,0,0,0,1
2016,"X720",1,0,0,5,12,0,139,14,25,44,20,19
2016,"X720",2,0,2,1,2,0,23,8,7,2,0,1
2016,"X730",1,0,0,1,6,0,25,4,3,6,2,3
2016,"X730",2,0,0,0,1,0,2,0,1,0,0,0
2016,"X740",1,0,4,19,20,1,316,48,47,78,41,58
2016,"X740",2,0,2,4,4,0,45,9,8,10,5,3
2016,"X750",1,0,0,0,0,0,5,0,2,2,0,1
2016,"X750",2,0,0,0,0,0,2,0,0,0,1,1
2016,"X760",1,0,0,3,0,0,35,5,7,14,3,3
2016,"X760",2,0,0,0,1,0,29,3,11,12,1,1
2016,"X770",1,0,0,0,0,0,2,1,0,1,0,0
2016,"X780",1,0,1,1,6,0,79,13,12,24,11,11
2016,"X780",2,0,0,0,1,0,12,0,4,3,2,2
2016,"X790",1,0,1,1,2,0,18,2,6,5,1,0
2016,"X790",2,0,0,0,0,0,1,0,0,1,0,0
2016,"X800",1,0,1,4,8,0,122,33,23,24,18,11
2016,"X800",2,0,1,9,7,0,86,12,13,22,13,9
2016,"X830",1,0,0,0,1,0,12,1,5,4,1,0
2016,"X830",2,0,0,0,0,0,1,0,0,0,1,0
2016,"X840",1,0,1,5,4,0,67,13,17,13,5,9
2016,"X840",2,0,0,0,2,0,34,6,5,10,4,7
