"Year","Cause","Sex","Deaths7","Deaths8","Deaths9","Deaths10","Deaths26","Deaths2534","Deaths3544","Deaths4559","Deaths6069","Deaths70up"
1997,"X790",2,0,0,0,1,0,0,0,0,0,0
1997,"X800",1,0,0,0,0,0,0,1,1,0,1
1997,"X800",2,0,0,0,0,0,2,1,0,0,0
1997,"X830",1,0,0,0,0,0,1,0,0,0,0
1997,"X840",1,0,0,0,3,0,2,1,2,2,2
1997,"X840",2,0,0,1,0,0,0,0,1,0,1
1998,"X600",1,0,0,0,0,0,1,0,0,0,0
1998,"X610",1,0,0,0,0,0,0,1,0,0,0
1998,"X610",2,0,0,2,0,0,1,1,0,0,1
1998,"X630",1,0,0,0,2,0,0,0,0,0,0
1998,"X630",2,0,0,0,0,0,0,1,0,0,0
1998,"X640",1,0,0,1,1,0,6,5,1,0,0
1998,"X640",2,0,0,0,2,0,0,1,2,0,0
1998,"X670",1,0,0,1,0,0,0,0,0,0,0
1998,"X680",1,0,0,0,2,0,3,4,3,1,1
1998,"X680",2,0,0,2,3,0,3,0,0,0,0
1998,"X690",1,0,1,2,2,0,8,3,5,1,0
1998,"X690",2,0,1,3,2,0,3,1,2,0,0
1998,"X700",1,1,8,29,46,1,61,58,52,27,24
1998,"X700",2,0,4,8,14,0,21,13,21,9,6
1998,"X710",1,0,0,0,0,0,0,0,0,0,1
1998,"X710",2,0,0,0,0,0,0,0,1,0,0
1998,"X720",1,0,1,1,2,0,6,2,2,1,3
1998,"X720",2,0,1,0,0,0,1,0,0,0,0
1998,"X730",1,0,0,0,0,0,4,0,1,1,0
1998,"X730",2,0,0,0,1,0,0,0,0,0,0
1998,"X740",1,0,0,11,9,1,14,8,11,4,3
1998,"X740",2,0,2,0,1,0,3,2,1,0,0
1998,"X760",1,0,0,1,0,0,0,0,1,0,0
1998,"X760",2,0,0,0,0,0,0,1,0,0,3
1998,"X780",1,0,0,1,1,0,3,1,1,0,0
1998,"X780",2,0,0,0,0,0,0,0,1,0,1
1998,"X790",1,0,0,0,0,0,0,0,1,0,0
1998,"X800",1,0,0,1,0,0,0,1,1,0,0
1998,"X800",2,0,0,1,0,0,1,1,0,0,1
1998,"X840",1,0,0,0,1,0,9,2,0,2,1
1998,"X840",2,0,1,2,1,0,3,1,2,0,1
1999,"X610",1,0,0,0,1,0,0,0,0,0,0
1999,"X630",1,0,0,1,0,0,0,0,0,0,0
1999,"X640",1,0,0,4,1,0,3,3,2,2,0
1999,"X640",2,0,0,3,0,0,2,1,1,0,0
1999,"X650",1,0,0,0,1,0,0,0,0,0,0
1999,"X680",1,0,1,2,2,0,13,5,1,2,0
1999,"X680",2,0,1,4,0,0,6,2,0,0,0
1999,"X690",1,0,0,2,1,0,5,2,1,0,0
1999,"X690",2,0,0,1,0,0,0,1,1,0,0
1999,"X700",1,0,2,31,39,2,75,64,63,22,26
1999,"X700",2,0,8,7,9,0,11,13,16,7,6
1999,"X720",1,0,0,2,4,0,1,1,1,1,0
1999,"X720",2,0,0,1,0,0,0,1,0,0,1
1999,"X730",1,0,1,2,3,0,0,1,1,0,2
1999,"X740",1,0,0,3,11,0,18,7,11,3,4
1999,"X740",2,0,0,4,4,0,4,1,0,0,0
1999,"X760",1,0,0,0,0,0,0,2,1,0,0
1999,"X760",2,0,1,0,1,0,1,0,2,1,1
1999,"X770",1,0,0,0,1,0,4,3,2,0,1
1999,"X770",2,0,0,0,0,0,1,0,0,0,0
1999,"X780",1,0,0,1,1,0,3,0,1,0,1
1999,"X780",2,0,0,0,0,0,0,1,0,0,0
1999,"X790",1,0,0,0,0,0,1,1,0,1,0
1999,"X790",2,0,0,0,0,0,0,0,1,0,0
1999,"X800",1,0,0,0,1,0,0,0,0,0,0
1999,"X800",2,0,0,2,1,0,0,0,0,0,0
1999,"X820",1,0,0,0,0,0,1,0,0,0,0
1999,"X840",1,0,0,4,2,0,2,5,4,0,1
1999,"X840",2,0,0,2,1,0,0,2,1,1,0
2000,"X610",1,0,0,0,0,0,0,1,1,0,0
2000,"X610",2,0,0,1,0,0,2,0,0,0,0
2000,"X630",2,0,0,1,0,0,0,0,0,0,0
2000,"X640",1,0,0,2,2,0,2,0,0,0,0
2000,"X640",2,0,0,4,0,0,0,1,0,0,0
2000,"X650",2,0,0,0,0,0,0,1,0,0,0
2000,"X660",2,0,0,0,0,0,1,0,0,0,0
2000,"X680",1,0,0,4,5,0,9,7,9,1,1
2000,"X680",2,0,0,5,3,0,3,4,2,0,1
2000,"X690",1,0,0,1,3,0,4,2,6,1,1
2000,"X690",2,0,0,2,1,0,2,0,0,0,0
2000,"X700",1,0,4,28,51,1,77,55,53,25,25
2000,"X700",2,0,4,10,12,0,9,14,11,6,6
2000,"X710",2,0,0,1,0,0,0,0,0,1,0
2000,"X720",1,0,0,3,0,0,4,2,2,0,0
2000,"X720",2,0,0,1,3,0,0,1,0,0,0
2000,"X730",1,0,0,0,2,0,0,2,2,0,0
2000,"X740",1,0,0,5,7,0,15,11,13,5,3
2000,"X740",2,0,1,0,2,0,6,0,0,1,0
2000,"X760",1,0,0,0,1,0,0,1,1,1,0
2000,"X760",2,0,0,0,0,0,1,1,2,1,0
2000,"X780",1,0,0,1,1,0,0,0,1,1,0
2000,"X780",2,0,0,0,1,0,0,0,2,0,0
2000,"X790",1,0,0,1,1,0,0,2,1,0,1
2000,"X800",1,0,0,0,1,0,0,1,0,1,2
2000,"X800",2,0,0,1,0,0,1,1,0,0,0
2000,"X830",1,0,0,0,0,0,0,0,1,0,0
2000,"X830",2,0,0,2,0,0,0,0,0,0,0
2000,"X840",1,0,0,0,3,0,3,3,2,0,0
2000,"X840",2,0,2,1,0,0,0,0,2,0,0
2001,"X610",1,0,0,1,0,0,0,1,2,0,0
2001,"X610",2,0,0,0,1,0,1,2,0,0,0
2001,"X630",2,0,0,1,0,0,0,0,0,0,0
2001,"X640",1,0,0,0,3,0,1,2,1,1,0
2001,"X640",2,0,1,1,0,0,2,2,2,0,1
2001,"X650",1,0,0,0,0,0,0,1,1,0,0
2001,"X650",2,0,0,0,0,0,0,1,0,0,0
2001,"X660",1,0,0,0,0,0,0,0,0,1,0
2001,"X680",1,0,0,3,6,0,18,7,8,4,2
2001,"X680",2,0,1,12,3,0,2,7,4,0,0
2001,"X690",1,0,1,1,0,0,7,6,0,1,1
2001,"X690",2,0,0,1,2,0,3,1,1,0,0
2001,"X700",1,1,11,42,74,1,115,93,82,29,19
2001,"X700",2,0,3,16,15,0,23,16,25,7,7
2001,"X710",1,0,0,0,0,0,0,0,1,0,0
2001,"X710",2,0,0,0,0,0,0,1,0,0,0
2001,"X720",1,0,0,3,3,0,5,5,5,4,1
2001,"X720",2,0,0,1,2,0,2,0,0,0,0
2001,"X730",1,0,0,1,4,0,4,3,3,0,1
2001,"X730",2,0,0,0,0,0,1,0,0,0,0
2001,"X740",1,0,1,4,9,0,22,16,10,4,4
2001,"X740",2,0,0,2,1,0,3,0,0,0,0
2001,"X750",1,0,0,0,1,0,0,0,0,0,0
2001,"X760",1,0,0,0,0,0,0,0,0,0,1
2001,"X760",2,0,0,0,1,0,0,0,2,1,1
2001,"X780",1,0,0,0,0,0,4,2,2,1,0
2001,"X780",2,0,0,0,0,0,1,1,0,0,0
2001,"X790",1,0,0,3,0,0,2,0,4,0,1
2001,"X790",2,0,0,0,0,0,0,1,0,0,0
2001,"X800",1,0,0,3,1,0,1,1,0,1,1
2001,"X800",2,0,0,1,2,0,0,0,0,1,3
2001,"X830",1,0,0,0,0,0,0,1,0,0,0
2001,"X840",1,0,0,3,1,0,2,3,1,0,0
2001,"X840",2,0,0,1,0,0,1,0,0,0,0
2002,"X610",2,0,0,0,1,0,0,0,0,0,1
2002,"X620",1,0,0,0,1,0,0,1,0,0,0
2002,"X640",1,0,1,0,0,0,3,3,1,1,0
2002,"X640",2,0,0,1,0,0,1,1,0,0,1
2002,"X650",1,0,0,0,1,0,0,0,0,0,0
2002,"X660",2,0,0,0,1,0,0,0,0,0,0
2002,"X670",1,0,0,0,0,0,0,1,0,0,0
2002,"X680",1,0,0,2,6,0,9,8,5,0,2
2002,"X680",2,0,1,2,8,0,8,2,4,1,2
2002,"X690",1,0,0,1,3,0,3,5,0,0,2
2002,"X690",2,0,1,1,2,0,4,5,2,0,0
2002,"X700",1,0,12,47,63,0,110,84,85,35,30
2002,"X700",2,0,8,17,12,0,23,21,27,10,5
2002,"X700",9,0,0,0,0,0,0,1,1,0,0
2002,"X710",1,0,0,0,1,0,3,0,0,0,0
2002,"X710",2,0,0,1,0,0,0,0,0,0,1
2002,"X720",1,0,0,3,6,0,2,1,6,2,0
2002,"X720",2,0,1,0,2,0,2,0,0,0,0
2002,"X730",1,0,0,0,2,0,3,1,1,0,0
2002,"X740",1,0,1,6,19,0,18,9,2,5,2
2002,"X740",2,0,0,3,2,0,0,4,2,0,0
2002,"X750",1,0,0,0,0,0,0,0,1,0,0
2002,"X760",1,0,0,0,0,0,0,0,1,0,1
2002,"X760",2,0,1,0,0,0,0,4,1,2,3
2002,"X770",1,0,0,0,0,0,0,1,0,0,0
2002,"X770",2,0,0,0,1,0,0,0,0,0,0
2002,"X780",1,0,0,0,0,0,3,2,1,1,1
2002,"X780",2,0,0,0,0,0,0,0,1,0,0
2002,"X790",1,0,0,1,2,0,1,1,0,0,0
2002,"X790",2,0,0,1,0,0,1,2,0,1,0
2002,"X800",1,0,0,2,2,0,2,1,0,0,0
2002,"X800",2,0,0,0,1,0,0,1,0,0,0
2002,"X800",9,0,0,0,0,0,1,0,0,0,0
2002,"X810",2,0,0,0,0,0,0,0,1,0,0
2002,"X830",2,0,0,1,0,0,0,0,1,0,0
2002,"X840",1,0,1,1,1,0,1,3,5,1,0
2002,"X840",2,0,0,0,0,0,3,1,1,1,0
1996,"X610",1,0,0,0,1,0,1,2,0,0,0
1996,"X610",2,0,1,0,0,0,0,1,2,1,0
1996,"X620",1,0,0,1,0,0,0,0,0,0,0
1996,"X620",2,0,0,0,0,0,0,1,0,0,0
1996,"X640",1,0,0,1,2,0,1,4,3,0,0
1996,"X640",2,0,1,0,2,0,6,2,2,0,0
1996,"X660",1,0,0,0,1,0,0,1,0,0,0
1996,"X670",1,0,0,0,0,0,1,2,0,0,0
1996,"X680",1,0,0,2,4,1,13,10,7,5,3
1996,"X680",2,0,2,1,4,0,3,3,7,1,0
1996,"X690",1,0,0,1,5,1,7,8,9,3,2
1996,"X690",2,0,0,2,2,0,2,3,1,0,1
1996,"X700",1,0,10,44,98,5,189,199,199,85,52
1996,"X700",2,0,3,14,9,2,38,41,43,20,17
1996,"X710",1,0,0,0,0,0,0,1,0,0,1
1996,"X710",2,0,0,0,0,0,0,1,1,0,0
1996,"X720",1,0,2,4,7,0,12,9,7,3,3
1996,"X720",2,0,0,0,2,0,7,2,4,1,0
1996,"X730",1,0,0,2,3,0,2,0,2,1,0
1996,"X740",1,0,7,25,51,1,73,57,57,30,28
1996,"X740",2,0,3,14,7,0,12,11,9,2,3
1996,"X760",1,0,0,0,1,0,1,0,0,0,1
1996,"X760",2,0,0,2,2,0,3,2,2,2,1
1996,"X780",1,0,0,0,2,0,3,9,6,2,4
1996,"X780",2,0,0,1,0,0,1,0,4,1,1
1996,"X790",1,0,1,6,4,0,6,10,4,4,3
1996,"X790",2,0,0,0,0,0,2,0,3,0,1
1996,"X800",1,0,0,6,4,0,1,4,4,0,4
1996,"X800",2,0,5,2,1,0,4,4,3,0,3
1996,"X830",1,0,0,0,0,0,2,0,0,1,0
1996,"X830",2,0,0,0,0,0,0,1,0,0,0
1996,"X840",1,0,2,9,14,0,24,23,17,10,7
1996,"X840",2,0,1,4,2,0,9,8,4,3,3
1997,"X610",1,0,0,1,1,0,3,1,1,0,1
1997,"X610",2,0,0,1,1,0,1,2,3,1,0
1997,"X620",1,0,0,0,0,0,0,1,0,0,0
1997,"X640",1,0,0,0,1,0,5,6,6,2,1
1997,"X640",2,0,0,5,2,0,3,4,0,0,0
1997,"X650",1,0,0,1,0,0,0,0,0,0,0
1997,"X650",2,0,0,0,0,0,0,0,1,0,0
1997,"X660",1,0,0,0,0,0,1,1,0,0,0
1997,"X670",1,0,0,0,0,0,1,1,2,0,0
1997,"X680",1,0,0,2,8,0,8,16,18,4,3
1997,"X680",2,0,3,3,3,0,5,6,5,0,1
1997,"X690",1,0,0,1,3,1,4,2,10,2,5
1997,"X690",2,0,0,2,2,0,9,7,5,2,0
1997,"X700",1,1,14,56,130,1,282,261,260,112,85
1997,"X700",2,0,8,18,16,0,47,58,72,20,22
1997,"X710",1,0,0,0,0,0,0,1,0,2,0
1997,"X710",2,0,0,0,0,0,0,1,1,0,1
1997,"X720",1,0,1,4,8,0,7,10,10,9,6
1997,"X720",2,0,2,2,0,0,1,0,1,0,0
1997,"X730",1,0,0,2,1,0,0,2,0,0,1
1997,"X730",2,0,0,0,0,0,1,0,0,0,0
1997,"X740",1,0,0,29,43,2,66,87,73,36,27
1997,"X740",2,0,3,14,9,0,12,21,13,5,4
1997,"X760",1,0,0,0,1,0,6,3,2,3,0
1997,"X760",2,0,0,1,1,0,4,3,6,2,2
1997,"X780",1,0,0,0,3,0,6,6,8,5,5
1997,"X780",2,0,0,0,0,0,3,5,4,0,1
1997,"X790",1,0,0,7,13,0,15,11,7,5,4
1997,"X790",2,0,1,1,2,0,1,5,5,0,4
1997,"X800",1,0,0,0,2,0,1,3,4,0,2
1997,"X800",2,0,0,1,1,0,1,2,2,0,2
1997,"X820",1,0,0,0,0,0,0,1,0,0,0
1997,"X830",1,0,0,0,0,0,0,2,1,0,0
1997,"X840",1,0,2,6,14,0,27,20,18,4,6
1997,"X840",2,0,1,1,2,0,2,10,9,1,2
1998,"X610",1,0,0,1,0,0,1,1,0,0,1
1998,"X610",2,0,0,1,0,0,4,0,0,0,0
1998,"X620",2,0,0,1,0,0,0,0,0,0,0
1998,"X630",1,0,0,0,0,0,1,0,0,0,0
1998,"X640",1,0,0,0,3,0,3,3,6,2,0
1998,"X640",2,0,0,3,2,0,4,3,2,2,0
1998,"X650",1,0,0,0,0,0,0,0,1,1,0
1998,"X660",2,0,0,0,0,0,0,0,0,0,1
1998,"X670",1,0,0,0,1,0,0,0,0,0,0
1998,"X680",1,0,0,3,6,0,16,12,16,9,6
1998,"X680",2,0,0,5,3,0,7,11,5,1,2
1998,"X680",9,0,0,0,0,0,0,0,0,1,0
1998,"X690",1,0,0,0,3,0,1,11,4,1,3
1998,"X690",2,0,1,4,1,0,6,6,2,1,0
1998,"X700",1,0,10,65,140,4,307,281,296,135,124
1998,"X700",2,0,6,22,23,2,54,43,64,26,20
1998,"X700",9,0,0,0,0,0,0,0,1,1,0
1998,"X710",1,0,0,0,0,0,2,2,0,0,1
1998,"X710",2,0,0,0,0,0,0,0,0,3,2
1998,"X720",1,0,1,6,5,0,8,14,10,6,4
1998,"X720",2,0,2,2,2,0,1,1,4,1,0
1998,"X730",1,0,0,1,0,0,0,1,1,1,0
1998,"X730",2,0,0,0,0,0,0,0,1,0,0
1998,"X740",1,0,0,29,36,1,75,75,68,36,24
1998,"X740",2,0,3,18,5,0,16,8,10,4,1
1998,"X740",9,0,0,0,0,0,0,0,1,0,0
1998,"X750",1,0,0,0,0,0,0,1,1,0,0
1998,"X760",1,0,0,0,0,0,3,4,4,0,2
1998,"X760",2,0,0,2,3,0,3,1,6,1,5
1998,"X780",1,0,0,0,1,0,4,5,5,7,7
1998,"X780",2,0,0,0,1,0,2,1,1,1,1
1998,"X790",1,0,0,7,2,0,12,10,12,6,1
1998,"X790",2,0,0,3,2,0,4,0,3,2,4
1998,"X800",1,0,0,2,1,0,6,2,0,3,1
1998,"X800",2,0,0,3,3,0,1,2,4,0,1
1998,"X830",1,0,0,0,0,0,0,1,0,0,0
1998,"X840",1,0,0,2,14,2,27,16,14,10,6
1998,"X840",2,0,0,1,4,0,9,5,6,2,3
1999,"X610",1,0,0,1,0,0,1,3,0,0,0
1999,"X610",2,0,0,0,1,0,4,1,0,1,0
1999,"X640",1,0,0,0,1,0,2,6,2,0,0
1999,"X640",2,0,0,1,2,0,0,1,1,1,0
1999,"X660",1,0,0,0,1,0,0,0,0,0,0
1999,"X670",1,0,0,0,0,0,2,1,1,0,0
1999,"X670",2,0,0,0,1,0,0,0,0,0,0
1999,"X680",1,0,1,4,7,0,16,19,14,3,4
1999,"X680",2,0,1,1,1,0,5,4,5,2,1
1999,"X690",1,0,0,0,5,0,6,12,9,3,1
1999,"X690",2,0,3,0,2,0,3,6,2,1,0
1999,"X700",1,0,9,60,135,2,235,291,294,129,105
1999,"X700",2,0,4,12,17,0,46,53,64,27,31
1999,"X710",1,0,0,0,1,0,1,0,1,0,1
1999,"X710",2,0,0,0,1,0,0,1,1,2,2
1999,"X720",1,0,0,9,16,0,14,15,18,8,8
1999,"X720",2,0,2,3,4,0,6,2,2,1,0
1999,"X730",1,0,0,0,4,0,2,5,4,0,1
1999,"X730",2,0,0,0,1,0,0,0,0,0,1
1999,"X740",1,1,3,25,31,0,60,36,45,27,26
1999,"X740",2,0,3,8,3,0,13,4,10,1,1
1999,"X760",1,0,0,0,3,0,6,2,3,0,2
1999,"X760",2,0,0,0,1,0,5,3,7,1,2
1999,"X770",1,0,0,0,0,0,0,1,0,0,0
1999,"X780",1,0,0,2,1,0,7,1,8,5,4
1999,"X780",2,0,0,0,0,0,1,1,2,0,0
1999,"X790",1,0,0,3,7,0,9,6,5,4,4
1999,"X790",2,0,0,1,0,0,2,3,2,0,1
1999,"X800",1,0,0,1,3,0,4,3,3,1,2
1999,"X800",2,0,0,2,2,0,0,1,3,5,1
1999,"X810",2,0,0,0,1,0,0,0,0,0,0
1999,"X830",1,0,0,1,1,0,0,1,0,0,1
1999,"X840",1,0,1,8,7,0,18,13,14,6,9
1999,"X840",2,0,0,1,2,0,4,6,5,1,0
2000,"X610",1,0,0,1,1,0,1,3,2,0,0
2000,"X610",2,0,0,0,2,0,5,2,2,2,0
2000,"X630",1,0,0,0,0,0,0,1,0,0,0
2000,"X640",1,0,0,1,0,0,3,2,3,1,0
2000,"X640",2,0,0,2,0,0,1,1,1,0,1
2000,"X660",1,0,0,0,0,0,0,1,0,0,0
2000,"X670",1,0,0,0,1,0,1,0,0,0,0
2000,"X670",2,0,0,0,0,0,0,0,0,0,1
2000,"X680",1,0,0,2,13,0,16,21,16,4,2
2000,"X680",2,0,1,4,3,0,7,4,2,0,0
2000,"X690",1,0,1,1,5,0,8,8,11,2,1
2000,"X690",2,0,1,3,3,0,0,5,6,2,0
2000,"X700",1,0,10,59,129,1,275,313,304,120,109
2000,"X700",2,0,10,25,27,0,49,56,74,33,31
2000,"X710",1,0,0,0,0,0,0,1,2,0,1
2000,"X710",2,0,0,0,1,0,4,1,0,0,0
2000,"X720",1,0,1,9,16,0,21,11,11,12,7
2000,"X720",2,0,1,6,5,0,3,3,1,0,0
2000,"X730",1,0,0,1,3,0,5,1,0,2,1
2000,"X730",2,0,0,0,0,0,0,1,0,0,0
2000,"X740",1,0,1,23,41,1,59,51,64,36,30
2000,"X740",2,0,4,12,9,0,9,11,13,3,0
2000,"X760",1,0,0,0,1,0,1,2,3,0,2
2000,"X760",2,0,0,1,1,0,2,0,4,5,0
2000,"X770",1,0,0,0,0,0,0,1,0,0,0
2000,"X780",1,0,0,0,3,0,4,10,7,7,9
2000,"X780",2,0,0,0,2,0,2,1,4,1,0
2000,"X790",1,0,0,3,3,0,5,8,4,3,2
2000,"X790",2,0,0,0,1,0,2,5,1,2,2
2000,"X800",1,0,2,1,4,0,3,4,1,0,0
2000,"X800",2,0,0,2,3,0,2,3,8,2,4
2000,"X830",1,0,0,0,0,0,1,0,1,0,1
2000,"X830",2,0,0,0,0,0,0,0,0,1,0
2000,"X840",1,0,0,2,6,0,16,15,13,8,3
2000,"X840",2,0,0,1,3,0,2,3,4,1,2
2001,"X600",1,0,0,1,0,0,0,0,0,0,0
2001,"X610",1,0,0,0,2,0,1,2,0,0,0
2001,"X610",2,0,0,1,1,0,2,2,4,0,0
2001,"X630",1,0,0,0,0,0,1,0,0,0,0
2001,"X640",1,0,0,2,1,0,5,7,1,0,0
2001,"X640",2,0,0,3,3,0,3,6,3,1,0
2001,"X660",1,0,0,0,0,0,0,1,0,0,0
2001,"X670",1,0,0,1,2,0,1,4,1,0,0
2001,"X670",2,0,0,0,0,0,0,0,1,0,0
2001,"X680",1,0,0,5,10,0,18,21,23,7,7
2001,"X680",2,0,2,8,4,0,9,13,3,3,0
2001,"X690",1,0,0,2,1,0,13,6,8,0,2
2001,"X690",2,0,1,2,2,0,5,5,6,0,0
2001,"X700",1,0,13,101,167,1,334,327,388,170,159
2001,"X700",2,0,11,33,21,0,44,64,80,23,25
2001,"X710",1,0,0,0,0,0,2,2,1,1,1
2001,"X710",2,0,0,0,0,0,1,0,2,0,2
2001,"X720",1,0,2,4,9,0,26,26,19,12,7
2001,"X720",2,0,0,3,4,0,2,4,5,1,1
2001,"X730",1,0,1,0,2,0,4,5,3,2,2
2001,"X730",2,0,0,1,0,0,0,0,0,0,0
2001,"X740",1,1,1,30,32,0,62,53,75,25,36
2001,"X740",2,0,6,7,11,0,9,18,10,2,2
2001,"X760",1,0,0,0,2,0,0,3,2,0,0
2001,"X760",2,0,0,0,2,0,7,15,7,2,0
2001,"X770",1,0,0,0,0,0,0,0,1,0,0
2001,"X780",1,0,0,0,2,0,5,10,8,2,3
2001,"X780",2,0,0,0,0,0,2,2,3,1,0
2001,"X790",1,0,0,3,2,0,2,3,5,1,5
2001,"X790",2,0,0,0,1,0,0,2,2,1,0
2001,"X800",1,0,1,4,7,0,6,6,10,0,1
2001,"X800",2,0,0,2,0,0,5,2,10,2,5
2001,"X810",1,0,0,0,0,0,0,0,1,1,0
2001,"X830",1,0,0,0,0,0,3,1,2,0,1
2001,"X830",2,0,0,0,0,0,1,0,0,0,0
2001,"X840",1,0,1,3,5,0,17,16,16,2,8
2001,"X840",2,0,0,1,1,0,7,5,8,1,1
2002,"X610",1,0,0,1,1,0,3,0,1,2,0
2002,"X610",2,0,0,2,1,0,3,1,6,0,0
2002,"X620",1,0,0,0,0,0,1,0,0,0,0
2002,"X630",1,0,0,0,0,0,0,1,0,0,0
2002,"X640",1,0,1,0,1,0,5,6,7,1,1
2002,"X640",2,0,0,2,6,0,5,7,4,0,0
2002,"X650",1,0,0,0,0,0,1,0,0,0,1
2002,"X660",1,0,0,0,0,0,0,0,0,0,1
2002,"X670",1,0,0,1,0,0,5,2,1,0,1
2002,"X670",2,0,0,0,0,0,0,0,0,0,1
2002,"X680",1,0,0,5,9,0,20,27,18,6,2
2002,"X680",2,0,3,8,6,0,12,7,5,1,0
2002,"X690",1,0,0,1,3,0,14,5,14,1,0
2002,"X690",2,0,1,5,2,0,9,6,3,1,2
2002,"X700",1,1,10,94,189,2,339,341,379,151,132
2002,"X700",2,0,12,32,34,0,53,63,81,35,32
2002,"X710",1,0,0,0,1,0,1,1,2,1,1
2002,"X710",2,0,0,0,0,0,2,0,1,2,1
2002,"X720",1,0,0,6,13,0,22,21,23,11,11
2002,"X720",2,0,3,2,2,0,2,3,5,2,0
2002,"X730",1,0,1,2,2,0,1,3,6,0,0
2002,"X730",2,0,0,0,0,0,1,0,0,0,0
2002,"X740",1,0,3,29,45,0,70,58,76,32,33
2002,"X740",2,0,1,8,7,0,16,11,8,5,0
2002,"X760",1,0,0,2,1,1,3,2,2,1,2
2002,"X760",2,0,0,0,0,0,2,5,5,0,3
2002,"X780",1,0,0,1,1,0,8,11,12,5,6
2002,"X780",2,0,0,0,1,0,1,1,3,2,3
2002,"X790",1,0,0,2,3,0,6,2,6,3,2
2002,"X790",2,0,0,0,0,0,1,3,1,0,0
2002,"X800",1,0,0,3,2,0,10,6,7,2,5
2002,"X800",2,0,0,0,3,0,4,5,7,1,1
2002,"X830",2,0,0,0,0,0,0,0,0,0,1
2002,"X840",1,0,0,4,5,0,10,9,12,7,5
2002,"X840",2,0,0,0,2,0,4,7,11,4,0
